,component,componentType,stage,testType,date,runNumber,passed,problems,result1_key,result1_value
84,20UPBBC0000085,OB_BARE_MODULE_CELL,QC,Visual_Inspection,01/09/2022,1.0,True,false,Pass/No_Pass,True
85,20UPBBC0000086,OB_BARE_MODULE_CELL,QC,Visual_Inspection,01/09/2022,1.0,True,false,Pass/No_Pass,True
86,20UPBBC0000087,OB_BARE_MODULE_CELL,QC,Visual_Inspection,01/09/2022,1.0,True,false,Pass/No_Pass,True
87,20UPBBC0000088,OB_BARE_MODULE_CELL,QC,Visual_Inspection,01/09/2022,1.0,True,false,Pass/No_Pass,True
88,20UPBBC0000089,OB_BARE_MODULE_CELL,QC,Visual_Inspection,01/09/2022,1.0,True,false,Pass/No_Pass,True
89,20UPBBC0000090,OB_BARE_MODULE_CELL,QC,Visual_Inspection,01/09/2022,1.0,True,false,Pass/No_Pass,True
90,20UPBBC0000091,OB_BARE_MODULE_CELL,QC,Visual_Inspection,02/09/2022,1.0,True,false,Pass/No_Pass,True
91,20UPBBC0000092,OB_BARE_MODULE_CELL,QC,Visual_Inspection,02/09/2022,1.0,True,false,Pass/No_Pass,True
92,20UPBBC0000093,OB_BARE_MODULE_CELL,QC,Visual_Inspection,02/09/2022,1.0,True,false,Pass/No_Pass,True
93,20UPBBC0000094,OB_BARE_MODULE_CELL,QC,Visual_Inspection,02/09/2022,1.0,True,false,Pass/No_Pass,True
94,20UPBBC0000095,OB_BARE_MODULE_CELL,QC,Visual_Inspection,02/09/2022,1.0,True,false,Pass/No_Pass,True
95,20UPBBC0000096,OB_BARE_MODULE_CELL,QC,Visual_Inspection,02/09/2022,1.0,True,false,Pass/No_Pass,True
96,20UPBBC0000097,OB_BARE_MODULE_CELL,QC,Visual_Inspection,02/09/2022,1.0,True,false,Pass/No_Pass,True
97,20UPBBC0000098,OB_BARE_MODULE_CELL,QC,Visual_Inspection,02/09/2022,1.0,True,false,Pass/No_Pass,True
98,20UPBBC0000099,OB_BARE_MODULE_CELL,QC,Visual_Inspection,02/09/2022,1.0,True,false,Pass/No_Pass,True
99,20UPBBC0000100,OB_BARE_MODULE_CELL,QC,Visual_Inspection,02/09/2022,1.0,True,false,Pass/No_Pass,True
