
  -48	-0.0039	0.0003
 3136	0.1955	0.0005
 6336	0.3957	0.0006403
 9536	0.5953	0.0006403
12736	0.7955	0.0006708
15952	0.9953	0.0006403
19152	1.1952	0.0006
22352	1.3952	0.0006
25552	1.5952	0.0004
28736	1.7953	0.0006
31936	1.9954	0.0004583
32752	2.0471	0.0
31936	1.9955	0.0006992
25536	1.5954	0.0006992
22352	1.3955	0.0008499
19136	1.1952	0.0006325
15936	0.9958	0.0006325
12752	0.7959	0.0005677
 9536	0.5953	0.000675
 6336	0.3956	0.0006992
 3136	0.1959	0.0007379
  -64	-0.0040	0.0
 3136	0.1957	0.0006403
 6352	0.3955	0.0006708
 9536	0.5952	0.0006
12736	0.7958	0.0006
15952	0.9952	0.0004
19136	1.1956	0.0009165
22336	1.3952	0.0004
25552	1.5952	0.0004
28736	1.7957	0.0006633
31936	1.9954	0.0006403
31936	1.9957	0.0006633
32752	2.0471	0.0
31936	1.9955	0.0006633
25536	1.5952	0.0004
22336	1.3951	0.0003
19120	1.1952	0.0006
15936	0.9954	0.0006633
12736	0.7961	0.0003
 9536	0.5953	0.0006403
 6336	0.3959	0.0005385
 3136	0.1957	0.0006403
  -48	-0.0039	0.0003
 2944	0.1844	0.0008
 6144	0.3842	0.0004
 9344	0.5842	0.0006
12544	0.7847	0.0009
15744	0.9841	0.0005385
18944	1.1844	0.0008
22144	1.3842	0.0009798
25376	1.5840	0.0007746
28544	1.7839	0.0006
31744	1.9841	0.0007746
32752	2.0471	0.0
31744	1.9844	0.0006403
28544	1.7843	0.0006
25344	1.5841	0.0010441
22144	1.3841	0.0008307
18976	1.1838	0.0008718
15744	0.9841	0.0007
 9344	0.5842	0.0006
 6176	0.3842	0.0006
 2944	0.1842	0.0006
 -240	-0.0158	0.0006
 1360	0.0841	0.0003
 -256	-0.0157	0.0006403
 2960	0.1842	0.0006
 6144	0.3848	0.0009798
 9344	0.5841	0.0003
12544	0.7844	0.0008
15744	0.9845	0.0008063
18944	1.1841	0.0003
22144	1.3838	0.0008718
25344	1.5841	0.0007
28576	1.7843	0.0006
31776	1.9841	0.0004472
32752	2.0471	0.0
31744	1.9843	0.0004
28544	1.7843	0.0006
23744	1.4839	0.0008307
17344	1.1279	0.0500324
10944	0.6842	0.0006
 6144	0.3841	0.0003
 2944	0.1844	0.0008
 -240	-0.0158	0.0006
 7744	0.4840	0.0
 4544	0.2925	0.0251692
 3040	0.1900	0.0
 4624	0.2865	0.0031703
 9424	0.5900	0.0
12640	0.7900	0.0
17440	1.0898	0.0004
20640	1.2898	0.0004
22240	1.3897	0.0004583
25440	1.5900	0.0
28640	1.7900	0.0003
31840	1.9901	0.0
32752	2.0471	0.0
31840	1.9902	0.0003
28640	1.7901	0.0
25440	1.5901	0.0003
22240	1.3899	0.0003
19040	1.1901	0.0003
15840	0.9902	0.0004
12640	0.7901	0.0003
 9440	0.5900	0.0
 6240	0.3902	0.0007484
 3040	0.1902	0.0004
 -160	-0.0098	0.0004
 -160	-0.0093	0.0004583
 3040	0.1903	0.0004583
 6240	0.3901	0.0003
 9440	0.5902	0.0004
12640	0.7901	0.0003
15840	0.9899	0.0003
19024	1.1900	0.0
22240	1.3900	0.0
25424	1.5899	0.0003
28640	1.7899	0.0004
31840	1.9902	0.0003
32752	2.0471	0.0
31840	1.9902	0.0003
28640	1.7902	0.0005385
25424	1.5901	0.0003
20640	1.2901	0.0003
19024	1.1901	0.0003
15840	0.9901	0.0003
12640	0.7904	0.0004899
 9440	0.5903	0.0004583
 6240	0.3904	0.0004899
 3040	0.1903	0.0004583
