
  -16	-0.0024	0.0008
 2384	0.2980	0.0
 3184	0.3980	0.0
 4784	0.5980	0.0
 6384	0.7980	0.0
 7984	0.9980	0.0
 9584	1.1980	0.0
11184	1.3978	0.0006
12784	1.5978	0.0006
14384	1.7981	0.0
15984	1.9981	0.0
17584	2.1981	0.0
19184	2.3981	0.0
20784	2.5981	0.0
22384	2.7981	0.0
23984	2.9981	0.0
22384	2.7981	0.0
20784	2.5981	0.0
19184	2.3981	0.0
17584	2.1981	0.0
15984	1.9981	0.0
14384	1.7981	0.0
12784	1.5980	0.0
11184	1.3980	0.0
 9584	1.1980	0.0
 7984	0.9980	0.0
 6384	0.7978	0.0006325
 4784	0.5980	0.0
 3184	0.3980	0.0
 1584	0.1980	0.0
  -16	-0.0020	0.0
 1584	0.1982	0.0006
 3184	0.3980	0.0
 4784	0.5980	0.0
 6384	0.7980	0.0
 7984	0.9980	0.0
 9584	1.1980	0.0
11184	1.3978	0.0006
12784	1.5980	0.0
14384	1.7981	0.0
15984	1.9981	0.0
17584	2.1981	0.0
19184	2.3981	0.0
20784	2.5981	0.0
22384	2.7981	0.0
23984	2.9981	0.0
22384	2.7981	0.0
20784	2.5981	0.0
19184	2.3981	0.0
17584	2.1981	0.0
15984	1.9981	0.0
14384	1.7979	0.0006
12784	1.5980	0.0
11184	1.3980	0.0
 9584	1.1980	0.0
 7984	0.9980	0.0
 6384	0.7980	0.0
 4784	0.5980	0.0
 3184	0.3980	0.0
 1584	0.1980	0.0
  -48	-0.0042	0.0006
 1568	0.1956	0.0008
 3168	0.3954	0.0009165
 4768	0.5958	0.0006
 6368	0.7958	0.0006
 7968	0.9960	0.0
 9568	1.1958	0.0006
11152	1.3958	0.0006
12752	1.5952	0.0009798
14368	1.7957	0.0008
15968	1.9957	0.0008
17552	2.1957	0.0008
19168	2.3959	0.0006
20768	2.5961	0.0
22368	2.7961	0.0
23952	2.9955	0.0009165
22352	2.7959	0.0006
20768	2.5959	0.0006
19152	2.3961	0.0
17568	2.1957	0.0008
15968	1.9959	0.0006
14368	1.7959	0.0006
12768	1.5956	0.0008
11152	1.3956	0.0008
 9568	1.1954	0.0009165
 7968	0.9958	0.0006
 6352	0.7960	0.0
 4768	0.5956	0.0008
 3152	0.3958	0.0006
 1552	0.1956	0.0008
  -32	-0.0042	0.0006
 1568	0.1958	0.0006
 4752	0.5058	0.0300735
 4768	0.5958	0.0006
 6368	0.7956	0.0008
 7968	0.9958	0.0006
 9568	1.1958	0.0006
11168	1.3956	0.0008
12752	1.5956	0.0008
14368	1.7961	0.0
15968	1.9959	0.0006
17568	2.1955	0.0009165
19168	2.3959	0.0006
20752	2.5959	0.0006
22368	2.7957	0.0008
23952	2.9959	0.0006
25568	3.1957	0.0008
27168	3.3957	0.0008
25568	3.1959	0.0006
22352	2.7959	0.0006
19168	2.3959	0.0006
17568	2.1961	0.0
15968	1.9961	0.0
14368	1.7961	0.0
12752	1.5954	0.0009165
11168	1.3954	0.0009165
 9552	1.1956	0.0008
 7968	0.9958	0.0006
 6368	0.7960	0.0
 4768	0.5958	0.0006
 3056	0.3824	0.0008
 1456	0.1822	0.0006
 4656	0.5822	0.0006
 6256	0.7824	0.0008
 8656	1.0822	0.0006
 9456	1.1826	0.0009165
11072	1.3814	0.0009165
12656	1.5820	0.0
14256	1.7823	0.0006
15856	1.9821	0.0008945
17456	2.1809	0.0029934
19056	2.3821	0.0
20656	2.5823	0.0006
22240	2.7823	0.0006
23856	2.9821	0.0008945
22256	2.7819	0.0006
20656	2.5827	0.0009165
19056	2.3825	0.0008
17456	2.1823	0.0006
15856	1.9823	0.0010771
14256	1.7821	0.0
12656	1.5820	0.0
11056	1.3814	0.0018001
 9456	1.1822	0.0006
 7856	0.9826	0.0009165
 6256	0.7822	0.0006
 4656	0.5826	0.0009165
 3056	0.3822	0.0006
 1456	0.1818	0.0006
 -128	-0.0178	0.0006
 1456	0.1820	0.0008945
 3056	0.3822	0.0010771
 4656	0.5814	0.0018001
 7056	0.8824	0.0008
 7856	0.9826	0.0009165
 9456	1.1822	0.0006
11056	1.3818	0.0020881
12672	1.5820	0.0
14256	1.7823	0.0006
15856	1.9821	0.0
17440	2.1827	0.0009165
19056	2.3815	0.00201
20656	2.5821	0.0008945
22256	2.7825	0.0008
23856	2.9819	0.0006
22256	2.7813	0.0018331
20656	2.5817	0.0008
19056	2.3825	0.0008
17456	2.1823	0.0016614
15856	1.9821	0.0008945
14272	1.7823	0.0006
12672	1.5826	0.0009165
11056	1.3820	0.0008945
 9456	1.1820	0.0
 7856	0.9822	0.0010771
 6272	0.7820	0.0
 4672	0.5830	0.001
 3056	0.3822	0.0006
 1456	0.1824	0.0008
 -144	-0.0180	0.0008945
