
 -160	-0.0016	0.0003717
 1792	0.0283	0.000433
 3728	0.0584	0.0002784
 5600	0.0884	0.0003905
 7552	0.1184	0.0002784
 9504	0.1484	0.000255
11376	0.1784	0.0001658
13280	0.2082	0.000261
15216	0.2382	0.0003841
17152	0.2673	0.0010189
19664	0.3082	0.0003391
21648	0.3383	0.0001581
23536	0.3682	0.0003172
24880	0.3885	7.5e-05
26720	0.4184	0.0002305
29280	0.4580	0.0008124
31200	0.4880	0.0007702
32496	0.5083	0.0002751
31216	0.4963	0.0042017
28640	0.4481	0.0004125
26080	0.4082	0.0006541
24176	0.3784	0.0003575
22240	0.3484	0.0002899
20320	0.3185	0.0001581
18416	0.2882	0.0004572
16496	0.2583	0.0004249
14592	0.2284	0.0003162
12032	0.1884	0.0002935
10144	0.1585	0.0002189
 7552	0.1184	0.00027
 4992	0.0783	0.0002993
 3040	0.0484	0.0003953
 1808	0.0285	0.0003333
 -144	-0.0014	0.0002899
 1776	0.0284	0.0004213
 3728	0.0585	0.0003162
 5648	0.0884	0.0002784
 7536	0.1182	0.000284
 9520	0.1483	0.0001871
11424	0.1783	0.0002513
13280	0.2084	0.0001658
15200	0.2381	0.0004444
17152	0.2684	0.000301
19664	0.3081	0.00034
21600	0.3383	0.0001937
23504	0.3651	0.0044962
24784	0.3881	0.0006026
26736	0.4182	0.0002969
28656	0.4484	0.0001658
30560	0.4782	0.00045
32480	0.5082	0.0004444
30560	0.4784	0.0002016
27984	0.4382	0.000325
26080	0.4084	0.0002
24160	0.3782	0.0003881
22896	0.3582	0.000245
20960	0.3282	0.000175
19040	0.2982	0.0003391
17120	0.2682	0.0006344
15248	0.2383	0.0003052
12640	0.1984	0.000358
10720	0.1683	0.000461
 9520	0.1483	0.0002739
 7536	0.1183	0.0002359
 5616	0.0884	0.0003391
 3712	0.0585	0.0003783
 1776	0.0343	0.0051246
  512	0.0185	0.0003123
 -688	-0.0094	0.0007177
 1232	0.0136	0.0065779
 1920	0.0307	0.0006042
 5088	0.0807	0.0006042
 8256	0.1307	0.0006727
10192	0.1605	0.0008326
13456	0.2106	0.0006026
15328	0.2408	0.0005455
17216	0.2706	0.0005148
19136	0.3003	0.0008693
21056	0.3303	0.000775
22960	0.3600	0.0018489
24944	0.3905	0.0005964
27456	0.4305	0.0005362
28736	0.4503	0.0009045
30704	0.4804	0.0008533
32688	0.5106	0.0006897
32752	0.5118	0.0
31280	0.4902	0.0010174
28768	0.4504	0.0005148
26864	0.4205	0.0005124
24896	0.3888	0.0017059
23088	0.3604	0.0006806
21072	0.3302	0.000791
19184	0.3005	0.0006801
17264	0.2705	0.0005895
15424	0.2405	0.0007111
14016	0.2207	0.00055
12096	0.1903	0.0011457
 9536	0.1502	0.0013877
 8272	0.1362	0.0058762
 7664	0.1208	0.0005244
 5824	0.0908	0.0003881
 2512	0.0405	0.0008326
 -704	-0.0092	0.0007336
 1344	0.0210	0.0003614
 4416	0.0708	0.0005298
 6352	0.1006	0.0007005
 7664	0.1207	0.0006964
 9552	0.1507	0.0007681
11456	0.1802	0.0009734
13376	0.2102	0.0012836
16016	0.2507	0.0004975
17968	0.2809	0.000477
20416	0.3203	0.0008124
22320	0.3503	0.000783
24304	0.3806	0.000789
24928	0.3906	0.0004848
28784	0.4505	0.0006657
30640	0.4805	0.000627
32752	0.5111	0.0007433
31328	0.4977	0.0049852
30656	0.4807	0.0005099
28080	0.4406	0.0005815
25520	0.4005	0.0007416
22960	0.3613	0.002784
21744	0.3406	0.000525
18496	0.2905	0.00074
17872	0.2804	0.0008679
16080	0.2508	0.0004931
14032	0.2206	0.0008931
12096	0.1905	0.0007416
 8896	0.1403	0.0013279
 6384	0.1005	0.0008174
 5056	0.0809	0.00045
 3152	0.0530	0.0040649
 1872	0.0306	0.0010886
    0	0.0008	0.0006423
 -992	-0.0146	0.0007349
 1600	0.0251	0.0006727
 3504	0.0543	0.0020618
 5456	0.0851	0.0005613
 7824	0.1252	0.000789
 9888	0.1539	0.0021825
11920	0.1849	0.0006428
13792	0.2150	0.0005858
15408	0.2448	0.0005056
16832	0.2634	0.0027117
19488	0.3042	0.0012758
22128	0.3449	0.0008747
24048	0.3750	0.0007198
25968	0.4050	0.0008621
28400	0.4439	0.0026297
30448	0.4747	0.0005148
32336	0.5049	0.00076
29728	0.4647	0.0006442
26480	0.4140	0.0016713
24640	0.3850	0.000773
22128	0.3547	0.0005414
20080	0.3148	0.0006124
18192	0.2844	0.00095
16384	0.2553	0.0007649
13856	0.2148	0.0004
10496	0.1650	0.0006205
 8528	0.1349	0.0006344
 6080	0.0952	0.0006806
 4192	0.0652	0.0005831
 2304	0.0354	0.0007353
 -960	-0.0144	0.0007181
 -960	-0.0146	0.0006806
 1056	0.0154	0.0007177
 -896	-0.0148	0.0004931
 -336	-0.0049	0.0006144
 2208	0.0350	0.0008326
 3472	0.0545	0.0018297
 4800	0.0752	0.0007941
 6768	0.1048	0.0007504
 8576	0.1352	0.000725
11184	0.1742	0.002298
12480	0.1950	0.0007198
15056	0.2351	0.0006543
16944	0.2570	0.0044631
17440	0.2711	0.0043522
18304	0.2848	0.0007054
20096	0.3150	0.0006562
22080	0.3443	0.0015185
24656	0.3847	0.0006539
26576	0.4149	0.0006144
