
27840	0.4348	0.0005529
28416	0.4449	0.0006344
30352	0.4744	0.0010441
27136	0.4243	0.0007587
26592	0.4148	0.0005701
24576	0.3844	0.0003905
22720	0.3550	0.0007782
20752	0.3251	0.0006403
18816	0.2942	0.0014381
16912	0.2648	0.00075
15072	0.2350	0.0004671
13072	0.2051	0.0007349
11152	0.1742	0.0015281
 9232	0.1448	0.000581
 7376	0.1149	0.0005274
 4224	0.0654	0.0005268
 1584	0.0251	0.0007005
  784	0.0241	0.0030778
