
32752	0.2559	0.0
30448	0.2382	0.0004062
27856	0.2184	0.0003
25328	0.1983	0.0003588
22720	0.1782	0.0004228
20208	0.1583	0.0004296
17600	0.1382	0.000275
15088	0.1183	0.0001854
12544	0.0984	0.0004395
 9936	0.0785	0.0002929
 7392	0.0583	0.0004296
 4928	0.0383	0.0003761
 2336	0.0184	0.000331
 -288	-0.0015	0.0002707
 2384	0.0184	0.0003459
 4896	0.0384	0.0003654
 7376	0.0583	0.0004859
10048	0.0784	0.0002224
12480	0.0984	0.0002531
15056	0.1183	0.0002973
17600	0.1382	0.0006293
20192	0.1584	0.0003173
22768	0.1783	0.0002569
25392	0.1983	0.0003408
27952	0.2182	0.0002688
30448	0.2383	0.0002582
32752	0.2559	0.0
31760	0.2482	0.0003121
32752	0.2559	0.0
30384	0.2383	0.0002625
27840	0.2182	0.0005974
25312	0.1980	0.0005246
22704	0.1780	0.0005107
20288	0.1583	0.000275
17632	0.1384	0.0002222
15072	0.1182	0.0004213
12496	0.0982	0.0006129
10000	0.0783	0.00038
 7520	0.0585	0.0002669
 4816	0.0383	0.0003625
 2272	0.0182	0.0005784
 -224	-0.0015	0.0002503
 2224	0.0184	0.000331
 4848	0.0382	0.0005668
 7456	0.0583	0.0002291
10048	0.0784	0.0002528
12480	0.0983	0.0003135
15024	0.1182	0.0001658
17664	0.1382	0.0003421
20224	0.1583	0.0003588
22768	0.1782	0.0002784
25440	0.1984	0.0001305
27840	0.2184	0.0002267
30400	0.2382	0.0001346
32752	0.2559	0.0
31664	0.2481	0.000401
32176	0.2504	0.0008614
29552	0.2308	0.0006124
26896	0.2109	0.0004418
24256	0.1903	0.0013005
21744	0.1704	0.000921
19200	0.1508	0.0006742
16608	0.1308	0.0005334
14064	0.1108	0.0004659
11424	0.0902	0.0014557
 8960	0.0706	0.0006942
 6544	0.0510	0.0004033
 3744	0.0307	0.0009011
 1280	0.0108	0.0004637
-1088	-0.0094	0.0007031
 1184	0.0109	0.0005696
 3904	0.0304	0.0008736
 6416	0.0508	0.0004843
 8944	0.0707	0.0007551
11504	0.0907	0.0008206
14080	0.1110	0.0003072
16560	0.1307	0.000573
19136	0.1503	0.0013337
21712	0.1706	0.0005981
24224	0.1907	0.0005815
26768	0.2106	0.0007327
29328	0.2304	0.0008552
31872	0.2503	0.0009257
32752	0.2559	0.0
31984	0.2506	0.000633
29376	0.2307	0.0005238
26752	0.2106	0.0008643
24208	0.1903	0.000787
21728	0.1705	0.0006048
19216	0.1508	0.0005513
16624	0.1306	0.0005831
14080	0.1107	0.0006961
11440	0.0910	0.000371
 9104	0.0709	0.0004221
 6304	0.0511	0.0004817
 3760	0.0310	0.0003913
 1168	0.0109	0.0011358
-1104	-0.0097	0.0012181
-1280	-0.0092	0.0007564
 1200	0.0110	0.0003328
 3856	0.0309	0.0005519
 6304	0.0505	0.0010643
 8896	0.0704	0.0008683
11680	0.0910	0.0004418
14064	0.1106	0.0005421
16528	0.1308	0.0005948
19056	0.1507	0.0007795
21632	0.1703	0.001097
24224	0.1902	0.0012996
26848	0.2107	0.0005305
29392	0.2307	0.0004815
31888	0.2503	0.0008603
31200	0.2441	0.0012996
28832	0.2249	0.0004509
26080	0.2049	0.0005252
23712	0.1845	0.0005064
20976	0.1647	0.0009045
18512	0.1443	0.0019003
14752	0.1251	0.000507
13376	0.1049	0.0006649
10816	0.0849	0.0007045
 8208	0.0651	0.0009
 5904	0.0452	0.0009136
 3264	0.0251	0.0005148
  576	0.0051	0.0006021
-1760	-0.0147	0.0006336
  592	0.0051	0.0006211
 3152	0.0250	0.0006916
 5680	0.0445	0.0017463
 8480	0.0651	0.0007247
10976	0.0854	0.0007479
13328	0.1051	0.0006596
15872	0.1250	0.0009005
18432	0.1442	0.00146
21040	0.1650	0.0006351
23600	0.1843	0.0020205
26176	0.2042	0.0017776
28816	0.2251	0.0006354
31360	0.2451	0.000696
32480	0.2551	0.0006806
30000	0.2349	0.0007907
26192	0.2051	0.0009159
23568	0.1842	0.001455
21040	0.1646	0.0011239
18496	0.1447	0.0010815
16064	0.1250	0.0004963
13440	0.1050	0.0007229
10816	0.0853	0.0007396
 8240	0.0652	0.0008059
 5664	0.0446	0.001287
 3312	0.0250	0.000675
  656	0.0052	0.0005268
-1808	-0.0147	0.0006554
 -736	-0.0047	0.000748
-1984	-0.0146	0.0008424
  576	0.0046	0.0013289
 3328	0.0253	0.0006865
 5696	0.0454	0.0006625
 8256	0.0651	0.0006452
10848	0.0851	0.0008723
13424	0.1047	0.0007605
15920	0.1245	0.0007116
18592	0.1449	0.0006149
21056	0.1652	0.0007547
23552	0.1850	0.0007417
26352	0.2052	0.000729
28816	0.2247	0.0006331
31360	0.2451	0.0007234
