-0.0082	0.001077	-70.4	10.61	-0.0084	0.001744	-72.0	12.9	-0.0096	0.0008	-81.6	4.8	-0.0094	0.001281	-81.6	4.8	-0.002	0.0	-14.4	4.8	-0.0014	0.000917	-12.8	6.4	-0.004	0.0	-32.0	0.0	-0.004	0.0	-32.0	0.0	-0.004	0.0	-32.0	0.0	-0.004	0.0	-32.0	0.0
0.1466	0.0018	1168.0	0.0	0.1532	0.0036	1222.4	31.35	0.1554	0.001281	1241.6	7.84	0.1558	0.001077	1240.0	8.0	0.164	0.0	1312.0	0.0	0.164	0.0	1312.0	0.0	0.162	0.0	1296.0	0.0	0.162	0.0	1296.0	0.0	0.162	0.0	1296.0	0.0	0.162	0.0	1296.0	0.0
0.3126	0.0018	2496.0	0.0	0.3192	0.003919	2556.8	29.33	0.3208	0.00098	2560.0	7.16	0.3208	0.00098	2561.6	4.8	0.3298	0.0006	2638.4	4.8	0.33	0.0	2640.0	0.0	0.3262	0.0006	2612.8	7.33	0.3264	0.0008	2608.0	0.0	0.3268	0.00098	2612.8	7.33	0.3268	0.00098	2617.6	7.84
0.4766	0.0018	3812.8	7.33	0.4834	0.0038	3864.0	32.98	0.4866	0.000917	3881.6	7.84	0.4862	0.0006	3886.4	8.62	0.494	0.0	3952.0	0.0	0.494	0.0	3953.6	4.8	0.492	0.0	3936.0	0.0	0.492	0.0	3936.0	0.0	0.492	0.0	3936.0	0.0	0.492	0.0	3936.0	0.0
0.6426	0.0018	5137.6	4.8	0.6496	0.003774	5190.4	31.35	0.651	0.001	5200.0	7.16	0.6506	0.000917	5201.6	4.8	0.66	0.0	5280.0	0.0	0.66	0.0	5278.4	4.8	0.6568	0.00098	5254.4	7.84	0.657	0.001	5259.2	7.33	0.6562	0.0006	5249.6	4.8	0.657	0.001	5254.4	7.84
0.807	0.001844	6451.2	6.4	0.8132	0.004665	6507.2	35.81	0.8158	0.001661	6520.0	8.0	0.8158	0.001077	6515.2	6.4	0.824	0.0	6592.0	0.0	0.8242	0.0006	6593.6	4.8	0.822	0.0	6576.0	0.0	0.822	0.0	6576.0	0.0	0.822	0.0	6576.0	0.0	0.822	0.0	6576.0	0.0
0.9726	0.0018	7776.0	0.0	0.9792	0.0036	7830.4	31.35	0.9812	0.00098	7840.0	0.0	0.9816	0.001744	7846.4	7.84	0.99	0.0	7920.0	0.0	0.99	0.0	7920.0	0.0	0.9878	0.0006	7899.2	7.33	0.9876	0.0008	7899.2	7.33	0.987	0.001	7894.4	7.84	0.9872	0.00098	7897.6	7.84
1.1368	0.001833	9091.2	6.4	1.144	0.003578	9147.2	28.67	1.1458	0.001077	9155.2	6.4	1.1456	0.001497	9158.4	12.8	1.154	0.0	9232.0	0.0	1.154	0.0	9232.0	0.0	1.1516	0.0008	9214.4	4.8	1.1518	0.0006	9216.0	0.0	1.1518	0.0006	9211.2	7.33	1.152	0.0	9214.4	4.8
1.3038	0.00328	10416.0	0.0	1.3108	0.002713	10481.6	25.25	1.3108	0.00098	10481.6	4.8	1.311	0.001613	10483.2	6.4	1.3198	0.0006	10560.0	0.0	1.32	0.0	10560.0	0.0	1.3176	0.0008	10531.2	6.4	1.3164	0.0008	10528.0	0.0	1.3166	0.000917	10532.8	7.33	1.3168	0.00098	10531.2	6.4
1.4686	0.002973	11745.6	22.0	1.4742	0.003156	11787.2	32.83	1.4766	0.001281	11806.4	4.8	1.476	0.000894	11803.2	7.33	1.484	0.0	11872.0	0.0	1.484	0.0	11872.0	0.0	1.4818	0.0006	11856.0	0.0	1.482	0.0	11856.0	0.0	1.482	0.0	11856.0	0.0	1.482	0.0	11856.0	0.0
