-0.0094	0.0018	-75.2	14.4	-0.0094	0.001281	-80.0	10.12	-0.0102	0.001077	-89.6	10.61	-0.0098	0.001077	-84.8	7.33	-0.0016	0.000186	-209.6	19.53	-0.0016	0.00025	-211.2	22.4	-0.004	0.0	-32.0	0.0	-0.004	0.0	-32.0	0.0	-0.004	0.0	-33.6	4.8	-0.004	0.0	-32.0	0.0
0.048	0.002191	379.2	7.33	0.0524	0.003878	419.2	34.17	0.0562	0.001077	452.8	14.4	0.056	0.000894	448.0	10.12	0.0647	0.000138	8286.4	22.0	0.0649	0.000192	8307.2	18.66	0.062	0.0	496.0	0.0	0.0624	0.0008	500.8	7.33	0.0626	0.000917	499.2	6.4	0.063	0.001	499.2	6.4
0.1144	0.001497	921.6	28.8	0.1212	0.0036	964.8	33.6	0.1224	0.0008	977.6	4.8	0.1228	0.00098	976.0	7.16	0.1311	0.00028	16782.4	32.36	0.1314	0.000158	16811.2	22.68	0.128	0.0	1027.2	6.4	0.1284	0.0008	1027.2	6.4	0.1292	0.00098	1033.6	7.84	0.13	0.0	1036.8	6.4
0.18	0.002191	1433.6	7.84	0.186	0.00429	1489.6	29.89	0.189	0.001342	1502.4	4.8	0.1888	0.001327	1507.2	6.4	0.197	0.000131	25217.6	20.8	0.197	0.000125	25219.2	13.95	0.1946	0.000917	1558.4	7.84	0.1946	0.000917	1561.6	7.84	0.1954	0.000917	1558.4	7.84	0.1952	0.00098	1558.4	7.84
0.2474	0.002836	1966.4	4.8	0.2526	0.004294	2022.4	31.35	0.2546	0.001562	2027.2	7.33	0.2548	0.00098	2028.8	6.4	0.2559	0.0	32752.0	0.0	0.2559	0.0	32752.0	0.0	0.2604	0.0008	2084.8	7.33	0.2604	0.0008	2081.6	4.8	0.2614	0.000917	2091.2	7.33	0.262	0.0	2091.2	7.33
0.3122	0.002088	2489.6	7.84	0.3186	0.004737	2547.2	32.63	0.3204	0.0012	2555.2	7.33	0.3202	0.0006	2553.6	10.61	0.2559	0.0	32752.0	0.0	0.2559	0.0	32752.0	0.0	0.3266	0.000917	2614.4	7.84	0.3264	0.0008	2611.2	6.4	0.3266	0.000917	2608.0	0.0	0.3266	0.000917	2614.4	7.84
0.3786	0.0018	3024.0	0.0	0.3848	0.00402	3081.6	31.35	0.3862	0.001077	3088.0	7.16	0.3874	0.000917	3091.2	6.4	0.2559	0.0	32752.0	0.0	0.2559	0.0	32752.0	0.0	0.3928	0.00098	3139.2	6.4	0.3936	0.0008	3147.2	7.33	0.3932	0.00098	3148.8	6.4	0.3936	0.0008	3150.4	4.8
0.444	0.001549	3547.2	7.33	0.4522	0.0034	3617.6	25.25	0.4528	0.00098	3620.8	7.33	0.4528	0.00098	3616.0	0.0	0.2559	0.0	32752.0	0.0	0.2559	0.0	32752.0	0.0	0.4592	0.00098	3672.0	8.0	0.4592	0.00098	3675.2	7.33	0.4596	0.0008	3672.0	8.0	0.4592	0.00098	3675.2	7.33
0.5104	0.00196	4073.6	7.84	0.5168	0.00325	4137.6	30.53	0.5186	0.000917	4137.6	7.84	0.5184	0.0012	4147.2	6.4	0.2559	0.0	32752.0	0.0	0.2559	0.0	32752.0	0.0	0.5242	0.0006	4192.0	0.0	0.525	0.001	4201.6	7.84	0.5244	0.0008	4196.8	7.33	0.525	0.001	4193.6	4.8
0.5762	0.002088	4606.4	4.8	0.5826	0.003904	4662.4	31.35	0.5846	0.000917	4672.0	7.16	0.5846	0.000917	4672.0	0.0	0.2559	0.0	32752.0	0.0	0.2559	0.0	32752.0	0.0	0.591	0.001	4728.0	8.0	0.592	0.0	4726.4	7.84	0.591	0.001	4728.0	8.0	0.5914	0.000917	4729.6	7.84
0.6422	0.002088	5132.8	6.4	0.6486	0.003693	5188.8	33.6	0.6508	0.00098	5201.6	4.8	0.6508	0.00098	5201.6	8.62	0.2559	0.0	32752.0	0.0	0.2559	0.0	32752.0	0.0	0.6574	0.000917	5256.0	8.0	0.6572	0.00098	5256.0	8.0	0.6574	0.000917	5256.0	8.0	0.6572	0.00098	5254.4	7.84
0.709	0.00272	5662.4	4.8	0.7152	0.0036	5718.4	31.35	0.7168	0.00098	5728.0	0.0	0.7164	0.0008	5731.2	6.4	0.2559	0.0	32752.0	0.0	0.2559	0.0	32752.0	0.0	0.7224	0.0008	5782.4	7.84	0.7224	0.0008	5779.2	6.4	0.7228	0.00098	5782.4	7.84	0.7228	0.00098	5782.4	7.84
0.774	0.002191	6185.6	7.84	0.781	0.004219	6241.6	35.38	0.7828	0.00098	6257.6	4.8	0.7824	0.0008	6254.4	8.62	0.2559	0.0	32752.0	0.0	0.2559	0.0	32752.0	0.0	0.7892	0.00098	6310.4	7.84	0.7892	0.00098	6315.2	7.33	0.789	0.001	6312.0	8.0	0.7888	0.00098	6313.6	7.84
0.8406	0.0018	6720.0	0.0	0.8472	0.00371	6779.2	32.04	0.8486	0.000917	6785.6	4.8	0.8494	0.001281	6787.2	6.4	0.2559	0.0	32752.0	0.0	0.2559	0.0	32752.0	0.0	0.854	0.0	6833.6	4.8	0.854	0.0	6833.6	4.8	0.8542	0.0006	6832.0	0.0	0.8546	0.000917	6832.0	0.0
0.9058	0.001661	7246.4	4.8	0.9138	0.0034	7313.6	25.25	0.9148	0.00098	7313.6	4.8	0.9146	0.000917	7310.4	4.8	0.2559	0.0	32752.0	0.0	0.2559	0.0	32752.0	0.0	0.921	0.001	7369.6	7.84	0.9218	0.0006	7376.0	0.0	0.9216	0.0008	7369.6	7.84	0.9214	0.000917	7371.2	7.33
0.9734	0.002836	7776.0	0.0	0.979	0.003924	7830.4	31.35	0.9806	0.000917	7841.6	4.8	0.9804	0.0008	7840.0	7.16	0.2559	0.0	32752.0	0.0	0.2559	0.0	32752.0	0.0	0.9866	0.000917	7892.8	7.33	0.9872	0.00098	7899.2	7.33	0.9874	0.000917	7899.2	7.33	0.9876	0.0008	7897.6	7.84
1.0384	0.0012	8304.0	0.0	1.0456	0.003323	8377.6	20.49	1.0468	0.00098	8372.8	7.33	1.0464	0.0008	8368.0	0.0	0.2559	0.0	32752.0	0.0	0.2559	0.0	32752.0	0.0	1.052	0.0	8417.6	4.8	1.0524	0.0008	8419.2	6.4	1.0526	0.000917	8416.0	0.0	1.0524	0.0008	8416.0	0.0
1.1042	0.002088	8836.8	31.23	1.1108	0.0036	8884.8	33.6	1.113	0.001	8899.2	6.4	1.1128	0.00098	8896.0	0.0	0.2559	0.0	32752.0	0.0	0.2559	0.0	32752.0	0.0	1.1186	0.000917	8948.8	7.33	1.1186	0.000917	8945.6	4.8	1.1182	0.0006	8947.2	6.4	1.1188	0.00098	8945.6	4.8
1.1706	0.0018	9360.0	0.0	1.1786	0.002973	9420.8	29.33	1.1794	0.001562	9427.2	6.4	1.1794	0.001281	9427.2	6.4	0.2559	0.0	32752.0	0.0	0.2559	0.0	32752.0	0.0	1.1842	0.0006	9473.6	4.8	1.1842	0.0006	9476.8	7.33	1.1844	0.0008	9476.8	7.33	1.1844	0.0008	9472.0	0.0
1.2366	0.0018	9888.0	0.0	1.2438	0.003156	9950.4	24.21	1.2456	0.001497	9960.0	10.73	1.2446	0.000917	9953.6	4.8	0.2559	0.0	32752.0	0.0	0.2559	0.0	32752.0	0.0	1.25	0.0	10001.6	4.8	1.2502	0.0006	10000.0	0.0	1.2502	0.0006	10001.6	4.8	1.25	0.0	10000.0	0.0
1.3026	0.0018	10416.0	0.0	1.3092	0.0036	10470.4	31.35	1.3106	0.000917	10481.6	4.8	1.3112	0.001327	10486.4	7.84	0.2559	0.0	32752.0	0.0	0.2559	0.0	32752.0	0.0	1.317	0.001	10534.4	7.84	1.3164	0.0008	10532.8	7.33	1.3164	0.0008	10529.6	4.8	1.3172	0.00098	10532.8	7.33
