,component,componentType,stage,testType,date,runNumber,passed,problems,result1_key,result1_value,property1_key,property1_value,result2_key,result2_value
349,20UPBBB0000380,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,09/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
350,20UPBBB0000381,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,09/01/2024,1.0,False,False,Pass/No_Pass,False,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
351,20UPBBB0000382,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,09/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
352,20UPBBB0000383,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,09/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
353,20UPBBB0000384,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,09/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
354,20UPBBB0000385,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,09/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
355,20UPBBB0000386,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,09/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
356,20UPBBB0000387,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,09/01/2024,1.0,False,False,Pass/No_Pass,False,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
357,20UPBBB0000388,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,09/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
358,20UPBBB0000389,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,09/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
359,20UPBBB0000390,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,09/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
360,20UPBBB0000391,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,09/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
361,20UPBBB0000392,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,09/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
362,20UPBBB0000393,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,09/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
363,20UPBBB0000394,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,09/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
364,20UPBBB0000395,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,09/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
365,20UPBBB0000396,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,09/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
366,20UPBBB0000397,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,09/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
367,20UPBBB0000398,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,09/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
368,20UPBBB0000399,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,09/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
369,20UPBBB0000400,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,09/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
370,20UPBBB0000401,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,09/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
371,20UPBBB0000402,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,09/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
372,20UPBBB0000403,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,09/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
373,20UPBBB0000404,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,09/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
374,20UPBBB0000405,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,09/01/2024,1.0,False,False,Pass/No_Pass,False,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
375,20UPBBB0000406,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
376,20UPBBB0000407,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
377,20UPBBB0000408,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
378,20UPBBB0000409,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
379,20UPBBB0000410,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
380,20UPBBB0000411,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
381,20UPBBB0000412,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
382,20UPBBB0000413,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
383,20UPBBB0000414,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
384,20UPBBB0000415,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
385,20UPBBB0000416,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
386,20UPBBB0000417,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
387,20UPBBB0000418,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,False,False,Pass/No_Pass,False,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
388,20UPBBB0000419,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
389,20UPBBB0000420,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
390,20UPBBB0000421,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
391,20UPBBB0000422,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
392,20UPBBB0000423,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
393,20UPBBB0000424,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,False,False,Pass/No_Pass,False,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
394,20UPBBB0000425,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
395,20UPBBB0000426,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
396,20UPBBB0000427,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
397,20UPBBB0000428,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
398,20UPBBB0000429,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
399,20UPBBB0000430,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
400,20UPBBB0000431,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
401,20UPBBB0000432,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
402,20UPBBB0000433,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
403,20UPBBB0000434,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
404,20UPBBB0000435,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
405,20UPBBB0000436,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
406,20UPBBB0000437,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
407,20UPBBB0000438,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
408,20UPBBB0000439,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
409,20UPBBB0000440,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
410,20UPBBB0000441,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
411,20UPBBB0000442,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
412,20UPBBB0000443,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
413,20UPBBB0000444,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
414,20UPBBB0000445,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
415,20UPBBB0000446,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
416,20UPBBB0000447,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
417,20UPBBB0000448,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,False,False,Pass/No_Pass,False,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
418,20UPBBB0000449,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
419,20UPBBB0000450,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
420,20UPBBB0000451,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
421,20UPBBB0000452,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
422,20UPBBB0000453,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,True,False,Pass/No_Pass,True,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
423,20UPBBB0000454,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,False,False,Pass/No_Pass,False,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
424,20UPBBB0000455,OB_BASE_BLOCK,QC_BEFORE_NI_COATING,Dimensional_Control,10/01/2024,1.0,False,False,Pass/No_Pass,False,Machine_Name,HEXAGON Global Performance 09.15.08 /  Leitz_LSPX1H_T,Metrology_Report,Dummy
