,serialNumber,stage
343,20UPBBB0002749,QC_BEFORE_NI_COATING
344,20UPBBB0002750,QC_BEFORE_NI_COATING
345,20UPBBB0002751,QC_BEFORE_NI_COATING
346,20UPBBB0002752,QC_BEFORE_NI_COATING
347,20UPBBB0002753,QC_BEFORE_NI_COATING
348,20UPBBB0002754,QC_BEFORE_NI_COATING
349,20UPBBB0002755,QC_BEFORE_NI_COATING
350,20UPBBB0002756,QC_BEFORE_NI_COATING
351,20UPBBB0002757,QC_BEFORE_NI_COATING
352,20UPBBB0002758,QC_BEFORE_NI_COATING
353,20UPBBB0002759,QC_BEFORE_NI_COATING
354,20UPBBB0002760,QC_BEFORE_NI_COATING
355,20UPBBB0002761,QC_BEFORE_NI_COATING
356,20UPBBB0002762,QC_BEFORE_NI_COATING
357,20UPBBB0002763,QC_BEFORE_NI_COATING
358,20UPBBB0002764,QC_BEFORE_NI_COATING
359,20UPBBB0002765,QC_BEFORE_NI_COATING
360,20UPBBB0002766,QC_BEFORE_NI_COATING
361,20UPBBB0002767,QC_BEFORE_NI_COATING
362,20UPBBB0002768,QC_BEFORE_NI_COATING
363,20UPBBB0002769,QC_BEFORE_NI_COATING
364,20UPBBB0002770,QC_BEFORE_NI_COATING
365,20UPBBB0002771,QC_BEFORE_NI_COATING
366,20UPBBB0002772,QC_BEFORE_NI_COATING
367,20UPBBB0002773,QC_BEFORE_NI_COATING
368,20UPBBB0002774,QC_BEFORE_NI_COATING
369,20UPBBB0002775,QC_BEFORE_NI_COATING
370,20UPBBB0002776,QC_BEFORE_NI_COATING
371,20UPBBB0002777,QC_BEFORE_NI_COATING
372,20UPBBB0002778,QC_BEFORE_NI_COATING
373,20UPBBB0002779,QC_BEFORE_NI_COATING
374,20UPBBB0002780,QC_BEFORE_NI_COATING
375,20UPBBB0002781,QC_BEFORE_NI_COATING
376,20UPBBB0002782,QC_BEFORE_NI_COATING
377,20UPBBB0002783,QC_BEFORE_NI_COATING
378,20UPBBB0002784,QC_BEFORE_NI_COATING
379,20UPBBB0002785,QC_BEFORE_NI_COATING
380,20UPBBB0002786,QC_BEFORE_NI_COATING
381,20UPBBB0002787,QC_BEFORE_NI_COATING
382,20UPBBB0002788,QC_BEFORE_NI_COATING
383,20UPBBB0002789,QC_BEFORE_NI_COATING
384,20UPBBB0002790,QC_BEFORE_NI_COATING
385,20UPBBB0002791,QC_BEFORE_NI_COATING
386,20UPBBB0002792,QC_BEFORE_NI_COATING
387,20UPBBB0002793,QC_BEFORE_NI_COATING
388,20UPBBB0002794,QC_BEFORE_NI_COATING
389,20UPBBB0002795,QC_BEFORE_NI_COATING
390,20UPBBB0002796,QC_BEFORE_NI_COATING
391,20UPBBB0002797,QC_BEFORE_NI_COATING
392,20UPBBB0002798,QC_BEFORE_NI_COATING
393,20UPBBB0002799,QC_BEFORE_NI_COATING
394,20UPBBB0002800,QC_BEFORE_NI_COATING
395,20UPBBB0002801,QC_BEFORE_NI_COATING
396,20UPBBB0002802,QC_BEFORE_NI_COATING
397,20UPBBB0002803,QC_BEFORE_NI_COATING
398,20UPBBB0002804,QC_BEFORE_NI_COATING
399,20UPBBB0002805,QC_BEFORE_NI_COATING
400,20UPBBB0002806,QC_BEFORE_NI_COATING
401,20UPBBB0002807,QC_BEFORE_NI_COATING
402,20UPBBB0002808,QC_BEFORE_NI_COATING
403,20UPBBB0002809,QC_BEFORE_NI_COATING
404,20UPBBB0002810,QC_BEFORE_NI_COATING
405,20UPBBB0002811,QC_BEFORE_NI_COATING
406,20UPBBB0002812,QC_BEFORE_NI_COATING
407,20UPBBB0002813,QC_BEFORE_NI_COATING
408,20UPBBB0002814,QC_BEFORE_NI_COATING
409,20UPBBB0002815,QC_BEFORE_NI_COATING
410,20UPBBB0002816,QC_BEFORE_NI_COATING
411,20UPBBB0002817,QC_BEFORE_NI_COATING
412,20UPBBB0002818,QC_BEFORE_NI_COATING
413,20UPBBB0002819,QC_BEFORE_NI_COATING
414,20UPBBB0002820,QC_BEFORE_NI_COATING
415,20UPBBB0002821,QC_BEFORE_NI_COATING
416,20UPBBB0002822,QC_BEFORE_NI_COATING
417,20UPBBB0002823,QC_BEFORE_NI_COATING
418,20UPBBB0002824,QC_BEFORE_NI_COATING
419,20UPBBB0002825,QC_BEFORE_NI_COATING
420,20UPBBB0002826,QC_BEFORE_NI_COATING
421,20UPBBB0002827,QC_BEFORE_NI_COATING
422,20UPBBB0002828,QC_BEFORE_NI_COATING
423,20UPBBB0002829,QC_BEFORE_NI_COATING
424,20UPBBB0002830,QC_BEFORE_NI_COATING
425,20UPBBB0002831,QC_BEFORE_NI_COATING
426,20UPBBB0002832,QC_BEFORE_NI_COATING
427,20UPBBB0002833,QC_BEFORE_NI_COATING
428,20UPBBB0002834,QC_BEFORE_NI_COATING
429,20UPBBB0002835,QC_BEFORE_NI_COATING
430,20UPBBB0002836,QC_BEFORE_NI_COATING
431,20UPBBB0002837,QC_BEFORE_NI_COATING
432,20UPBBB0002838,QC_BEFORE_NI_COATING
433,20UPBBB0002839,QC_BEFORE_NI_COATING
434,20UPBBB0002840,QC_BEFORE_NI_COATING
435,20UPBBB0002841,QC_BEFORE_NI_COATING
436,20UPBBB0002842,QC_BEFORE_NI_COATING
