,parentSN,parCompType,childSN1,childCompType1,slot1,childSN2,childCompType2,slot2,childSN3,childCompType3,slot3,childSN4,childCompType4,slot4,childSN5,childCompType5,slot5,childSN6,childCompType6,slot6,childSN7,childCompType7,slot7,childSN8,childCompType8,slot8,childSN9,childCompType9,slot9,childSN10,childCompType10,slot10,childSN11,childCompType11,slot11,childSN12,childCompType12,slot12,childSN13,childCompType13,slot13,childSN14,childCompType14,slot14,childSN15,childCompType15,slot15,childSN16,childCompType16,slot16,childSN17,childCompType17,slot17,childSN18,childCompType18,slot18,childSN19,childCompType19,slot19,childSN20,childCompType20,slot20
0,20UPBTB0000025,OB_BARE_CELL_TRANSPORT_BOX,20UPBBC0000001,OB_BARE_MODULE_CELL,1,20UPBBC0000002,OB_BARE_MODULE_CELL,2,20UPBBC0000003,OB_BARE_MODULE_CELL,3,20UPBBC0000004,OB_BARE_MODULE_CELL,4,20UPBBC0000005,OB_BARE_MODULE_CELL,5,20UPBBC0000006,OB_BARE_MODULE_CELL,6,20UPBBC0000007,OB_BARE_MODULE_CELL,7,20UPBBC0000008,OB_BARE_MODULE_CELL,8,20UPBBC0000009,OB_BARE_MODULE_CELL,9,20UPBBC0000010,OB_BARE_MODULE_CELL,10,20UPBBC0000011,OB_BARE_MODULE_CELL,11,20UPBBC0000012,OB_BARE_MODULE_CELL,12,20UPBBC0000013,OB_BARE_MODULE_CELL,13,20UPBBC0000014,OB_BARE_MODULE_CELL,14,20UPBBC0000015,OB_BARE_MODULE_CELL,15,20UPBBC0000016,OB_BARE_MODULE_CELL,16,20UPBBC0000017,OB_BARE_MODULE_CELL,17,20UPBBC0000018,OB_BARE_MODULE_CELL,18,20UPBBC0000019,OB_BARE_MODULE_CELL,19,20UPBBC0000020,OB_BARE_MODULE_CELL,20
1,20UPBTB0000026,OB_BARE_CELL_TRANSPORT_BOX,20UPBBC0000021,OB_BARE_MODULE_CELL,1,20UPBBC0000022,OB_BARE_MODULE_CELL,2,20UPBBC0000023,OB_BARE_MODULE_CELL,3,20UPBBC0000024,OB_BARE_MODULE_CELL,4,20UPBBC0000025,OB_BARE_MODULE_CELL,5,20UPBBC0000026,OB_BARE_MODULE_CELL,6,20UPBBC0000027,OB_BARE_MODULE_CELL,7,20UPBBC0000028,OB_BARE_MODULE_CELL,8,20UPBBC0000029,OB_BARE_MODULE_CELL,9,20UPBBC0000030,OB_BARE_MODULE_CELL,10,20UPBBC0000031,OB_BARE_MODULE_CELL,11,20UPBBC0000032,OB_BARE_MODULE_CELL,12,20UPBBC0000033,OB_BARE_MODULE_CELL,13,20UPBBC0000034,OB_BARE_MODULE_CELL,14,20UPBBC0000035,OB_BARE_MODULE_CELL,15,20UPBBC0000036,OB_BARE_MODULE_CELL,16,20UPBBC0000037,OB_BARE_MODULE_CELL,17,20UPBBC0000038,OB_BARE_MODULE_CELL,18,20UPBBC0000039,OB_BARE_MODULE_CELL,19,20UPBBC0000040,OB_BARE_MODULE_CELL,20
2,20UPBTB0000027,OB_BARE_CELL_TRANSPORT_BOX,20UPBBC0000041,OB_BARE_MODULE_CELL,1,20UPBBC0000042,OB_BARE_MODULE_CELL,2,20UPBBC0000043,OB_BARE_MODULE_CELL,3,20UPBBC0000044,OB_BARE_MODULE_CELL,4,20UPBBC0000045,OB_BARE_MODULE_CELL,5,20UPBBC0000046,OB_BARE_MODULE_CELL,6,20UPBBC0000047,OB_BARE_MODULE_CELL,7,20UPBBC0000048,OB_BARE_MODULE_CELL,8,20UPBBC0000049,OB_BARE_MODULE_CELL,9,20UPBBC0000050,OB_BARE_MODULE_CELL,10,20UPBBC0000051,OB_BARE_MODULE_CELL,11,20UPBBC0000052,OB_BARE_MODULE_CELL,12,20UPBBC0000053,OB_BARE_MODULE_CELL,13,20UPBBC0000054,OB_BARE_MODULE_CELL,14,20UPBBC0000055,OB_BARE_MODULE_CELL,15,20UPBBC0000056,OB_BARE_MODULE_CELL,16,20UPBBC0000057,OB_BARE_MODULE_CELL,17,20UPBBC0000058,OB_BARE_MODULE_CELL,18,20UPBBC0000059,OB_BARE_MODULE_CELL,19,20UPBBC0000060,OB_BARE_MODULE_CELL,20
3,20UPBTB0000028,OB_BARE_CELL_TRANSPORT_BOX,20UPBBC0000061,OB_BARE_MODULE_CELL,1,20UPBBC0000062,OB_BARE_MODULE_CELL,2,20UPBBC0000063,OB_BARE_MODULE_CELL,3,20UPBBC0000064,OB_BARE_MODULE_CELL,4,20UPBBC0000065,OB_BARE_MODULE_CELL,5,20UPBBC0000066,OB_BARE_MODULE_CELL,6,20UPBBC0000067,OB_BARE_MODULE_CELL,7,20UPBBC0000068,OB_BARE_MODULE_CELL,8,20UPBBC0000069,OB_BARE_MODULE_CELL,9,20UPBBC0000070,OB_BARE_MODULE_CELL,10,20UPBBC0000071,OB_BARE_MODULE_CELL,11,20UPBBC0000072,OB_BARE_MODULE_CELL,12,20UPBBC0000073,OB_BARE_MODULE_CELL,13,20UPBBC0000074,OB_BARE_MODULE_CELL,14,20UPBBC0000075,OB_BARE_MODULE_CELL,15,20UPBBC0000076,OB_BARE_MODULE_CELL,16,20UPBBC0000077,OB_BARE_MODULE_CELL,17,20UPBBC0000078,OB_BARE_MODULE_CELL,18,20UPBBC0000079,OB_BARE_MODULE_CELL,19,20UPBBC0000080,OB_BARE_MODULE_CELL,20
4,20UPBTB0000029,OB_BARE_CELL_TRANSPORT_BOX,20UPBBC0000081,OB_BARE_MODULE_CELL,1,20UPBBC0000082,OB_BARE_MODULE_CELL,2,20UPBBC0000083,OB_BARE_MODULE_CELL,3,20UPBBC0000084,OB_BARE_MODULE_CELL,4,20UPBBC0000085,OB_BARE_MODULE_CELL,5,20UPBBC0000086,OB_BARE_MODULE_CELL,6,20UPBBC0000087,OB_BARE_MODULE_CELL,7,20UPBBC0000088,OB_BARE_MODULE_CELL,8,20UPBBC0000089,OB_BARE_MODULE_CELL,9,20UPBBC0000090,OB_BARE_MODULE_CELL,10,20UPBBC0000091,OB_BARE_MODULE_CELL,11,20UPBBC0000092,OB_BARE_MODULE_CELL,12,20UPBBC0000093,OB_BARE_MODULE_CELL,13,20UPBBC0000094,OB_BARE_MODULE_CELL,14,20UPBBC0000095,OB_BARE_MODULE_CELL,15,20UPBBC0000096,OB_BARE_MODULE_CELL,16,20UPBBC0000097,OB_BARE_MODULE_CELL,17,20UPBBC0000098,OB_BARE_MODULE_CELL,18,20UPBBC0000099,OB_BARE_MODULE_CELL,19,20UPBBC0000100,OB_BARE_MODULE_CELL,20
5,20UPBTB0000030,OB_BARE_CELL_TRANSPORT_BOX,20UPBBC0000101,OB_BARE_MODULE_CELL,1,20UPBBC0000102,OB_BARE_MODULE_CELL,2,20UPBBC0000103,OB_BARE_MODULE_CELL,3,20UPBBC0000104,OB_BARE_MODULE_CELL,4,20UPBBC0000105,OB_BARE_MODULE_CELL,5,20UPBBC0000106,OB_BARE_MODULE_CELL,6,20UPBBC0000107,OB_BARE_MODULE_CELL,7,20UPBBC0000108,OB_BARE_MODULE_CELL,8,20UPBBC0000109,OB_BARE_MODULE_CELL,9,20UPBBC0000110,OB_BARE_MODULE_CELL,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
