0.00037501144444105353	0.0001	3	0.1	1.7138023010956145	0.0001	13709	0.1	0.00037501144444105353	0.0001	3	0.1	1.7141773125400557	0.0001	13713	0.1	-0.006625202185125278	0.0001	-53	0.1	0.008750267036957915	0.0001	69	0.1	0.000250007629627369	0.0001	2	0.1	-0.0782523880733665	0.0001	-623	0.1
-0.0006250190740684225	0.0001	-5	0.1	1.7138023010956145	0.0001	13710	0.1	-0.0006250190740684225	0.0001	-6	0.1	1.7140523087252417	0.0001	13712	0.1	-0.01950059511093478	0.0001	-155	0.1	0.008750267036957915	0.0001	70	0.1	-0.000500015259254738	0.0001	-4	0.1	-0.07300222785119174	0.0001	-581	0.1
-0.0013750419629505295	0.0001	-11	0.1	1.7138023010956145	0.0001	13709	0.1	-0.002125064851832637	0.0001	-17	0.1	1.7141773125400557	0.0001	13713	0.1	-0.030625934629352702	0.0001	-245	0.1	0.008750267036957915	0.0001	70	0.1	-0.002000061037018952	0.0001	-17	0.1	-0.06812707907345805	0.0001	-542	0.1
-0.00250007629627369	0.0001	-21	0.1	1.7139273049104282	0.0001	13711	0.1	-0.0028750877407147436	0.0001	-23	0.1	1.7143023163548692	0.0001	13714	0.1	-0.040376232184820095	0.0001	-321	0.1	0.008750267036957915	0.0001	70	0.1	-0.0031250953703421125	0.0001	-26	0.1	-0.06362694174016541	0.0001	-507	0.1
-0.004250129703665274	0.0001	-34	0.1	1.7139273049104282	0.0001	13711	0.1	-0.0043751335184789575	0.0001	-35	0.1	1.7140523087252417	0.0001	13713	0.1	-0.048626483962523274	0.0001	-388	0.1	0.008750267036957915	0.0001	70	0.1	-0.004125125888851589	0.0001	-33	0.1	-0.05962681966612751	0.0001	-475	0.1
-0.004625141148106326	0.0001	-38	0.1	1.7138023010956145	0.0001	13711	0.1	-0.004625141148106326	0.0001	-38	0.1	1.7143023163548692	0.0001	13714	0.1	-0.05587670522171697	0.0001	-445	0.1	0.008750267036957915	0.0001	70	0.1	-0.004750144962920011	0.0001	-37	0.1	-0.05600170903653066	0.0001	-446	0.1
-0.00612518692587054	0.0001	-48	0.1	1.7139273049104282	0.0001	13711	0.1	-0.00612518692587054	0.0001	-48	0.1	1.7143023163548692	0.0001	13713	0.1	-0.06225189977721488	0.0001	-496	0.1	0.008750267036957915	0.0001	70	0.1	-0.006250190740684225	0.0001	-48	0.1	-0.05262660603656117	0.0001	-419	0.1
-0.006750205999938963	0.0001	-55	0.1	1.7139273049104282	0.0001	13711	0.1	-0.006750205999938963	0.0001	-54	0.1	1.7143023163548692	0.0001	13714	0.1	-0.06750205999938963	0.0001	-538	0.1	0.008750267036957915	0.0001	70	0.1	-0.006500198370311594	0.0001	-53	0.1	-0.04962651448103275	0.0001	-395	0.1
-0.007625232703634755	0.0001	-62	0.1	1.7139273049104282	0.0001	13711	0.1	-0.007875240333262123	0.0001	-63	0.1	1.7143023163548692	0.0001	13714	0.1	-0.07212720114749595	0.0001	-576	0.1	0.008625263222144231	0.0001	70	0.1	-0.007875240333262123	0.0001	-63	0.1	-0.04687643055513169	0.0001	-374	0.1
-0.008750267036957915	0.0001	-69	0.1	1.7139273049104282	0.0001	13711	0.1	-0.008750267036957915	0.0001	-70	0.1	1.7143023163548692	0.0001	13714	0.1	-0.07612732322153386	0.0001	-606	0.1	0.008750267036957915	0.0001	70	0.1	-0.008750267036957915	0.0001	-69	0.1	-0.044376354258858	0.0001	-353	0.1
