-0.1465044709616382	1	-1376	0.001	1.7129272743919186	1	13703	0.001	0.0	1	0	0.001	1.712052247688223	1	13696	0.001	0.07200219733268227	1	576	0.001	0.008000244148075809	1	64	0.0010.0	1	0	0.001	-0.0060001831110568565	1	-48	0.001
-0.2065063020722068	1	-1860	0.001	1.7130522782067326	1	13703	0.001	0.0	1	0	0.001	1.712052247688223	1	13696	0.001	0.06800207525864438	1	544	0.001	0.008000244148075809	1	64	0.0010.0	1	0	0.001	-0.0060001831110568565	1	-48	0.001
-0.2533827326273385	1	-2153	0.001	1.712802270577105	1	13703	0.001	0.002000061037018952	1	16	0.001	1.712052247688223	1	13696	0.001	0.062001892147587515	1	496	0.001	0.008000244148075809	1	64	0.0010.002000061037018952	1	16	0.001	-0.0060001831110568565	1	-48	0.001
-0.28213361003448595	1	-2374	0.001	1.712802270577105	1	13703	0.001	0.004000122074037904	1	32	0.001	1.712052247688223	1	13696	0.001	0.05600170903653066	1	448	0.001	0.008000244148075809	1	64	0.0010.004000122074037904	1	16	0.001	-0.0060001831110568565	1	-48	0.001
-0.29738407544175544	1	-2548	0.001	1.7129272743919186	1	13703	0.001	0.004000122074037904	1	32	0.001	1.712052247688223	1	13696	0.001	0.0500015259254738	1	400	0.001	0.008000244148075809	1	64	0.0010.004000122074037904	1	32	0.001	-0.0060001831110568565	1	-48	0.001
-0.3098844569231239	1	-2649	0.001	1.7129272743919186	1	13703	0.001	0.004000122074037904	1	48	0.001	1.712052247688223	1	13696	0.001	0.04400134281441694	1	352	0.001	0.008000244148075809	1	64	0.0010.004000122074037904	1	32	0.001	-0.0060001831110568565	1	-48	0.001
-0.31975975829340497	1	-2700	0.001	1.7130522782067326	1	13705	0.001	0.0060001831110568565	1	48	0.001	1.712052247688223	1	13696	0.001	0.04000122074037904	1	320	0.001	0.008000244148075809	1	64	0.0010.0060001831110568565	1	48	0.001	-0.0060001831110568565	1	-48	0.001
-0.329635059663686	1	-2700	0.001	1.7130522782067326	1	13703	0.001	0.0060001831110568565	1	48	0.001	1.712052247688223	1	13696	0.001	0.03400103762932219	1	272	0.001	0.008000244148075809	1	64	0.0010.0060001831110568565	1	48	0.001	-0.0060001831110568565	1	-48	0.001
-0.329635059663686	1	-2738	0.001	1.7129272743919186	1	13704	0.001	0.008000244148075809	1	64	0.001	1.712052247688223	1	13696	0.001	0.02800085451826533	1	224	0.001	0.008000244148075809	1	64	0.0010.008000244148075809	1	64	0.001	-0.0060001831110568565	1	-32	0.001
-0.3267599719229713	1	-2770	0.001	1.7129272743919186	1	13703	0.001	0.01000030518509476	1	64	0.001	1.712052247688223	1	13696	0.001	0.024000732444227426	1	192	0.001	0.008000244148075809	1	64	0.0010.01000030518509476	1	64	0.001	-0.0060001831110568565	1	-48	0.001
-0.34663557847834714	1	-2619	0.001	1.7129272743919186	1	13703	0.001	0.01000030518509476	1	80	0.001	1.712052247688223	1	13696	0.001	0.01800054933317057	1	144	0.001	0.008000244148075809	1	64	0.0010.01000030518509476	1	80	0.001	-0.004000122074037904	1	-48	0.001
-0.3256349375896481	1	-2771	0.001	1.7129272743919186	1	13703	0.001	0.012000366222113713	1	96	0.001	1.712052247688223	1	13696	0.001	0.014000427259132664	1	112	0.001	0.008000244148075809	1	64	0.0010.012000366222113713	1	96	0.001	-0.004000122074037904	1	-32	0.001
-0.3238848841822566	1	-2769	0.001	1.7130522782067326	1	13704	0.001	0.012000366222113713	1	96	0.001	1.712052247688223	1	13696	0.001	0.01000030518509476	1	80	0.001	0.008000244148075809	1	64	0.0010.012000366222113713	1	96	0.001	-0.004000122074037904	1	-32	0.001
-0.34488552507095555	1	-2588	0.001	1.7130522782067326	1	13704	0.001	0.014000427259132664	1	112	0.001	1.712052247688223	1	13696	0.001	0.0060001831110568565	1	48	0.001	0.008000244148075809	1	64	0.0010.014000427259132664	1	112	0.001	-0.004000122074037904	1	-32	0.001
-0.3312601092562639	1	-2663	0.001	1.7130522782067326	1	13704	0.001	0.014000427259132664	1	112	0.001	1.712052247688223	1	13696	0.001	0.002000061037018952	1	16	0.001	0.008000244148075809	1	64	0.0010.014000427259132664	1	112	0.001	-0.004000122074037904	1	-32	0.001
-0.3323851435895871	1	-2630	0.001	1.7130522782067326	1	13704	0.001	0.014000427259132664	1	112	0.001	1.712052247688223	1	13696	0.001	-0.002000061037018952	1	-16	0.001	0.008000244148075809	1	64	0.0010.014000427259132664	1	112	0.001	-0.004000122074037904	1	-32	0.001
-0.3318851283303324	1	-2609	0.001	1.7130522782067326	1	13704	0.001	0.016000488296151617	1	128	0.001	1.712052247688223	1	13696	0.001	-0.0060001831110568565	1	-48	0.001	0.008000244148075809	1	64	0.0010.016000488296151617	1	128	0.001	-0.004000122074037904	1	-32	0.001
-0.32238483840449234	1	-2653	0.001	1.7130522782067326	1	13703	0.001	0.016000488296151617	1	128	0.001	1.712052247688223	1	13696	0.001	-0.008000244148075809	1	-80	0.001	0.008000244148075809	1	64	0.0010.01800054933317057	1	144	0.001	-0.004000122074037904	1	-32	0.001
-0.31500961333048494	1	-2698	0.001	1.713177282021546	1	13704	0.001	0.01800054933317057	1	144	0.001	1.712052247688223	1	13696	0.001	-0.012000366222113713	1	-96	0.001	0.008000244148075809	1	64	0.0010.01800054933317057	1	144	0.001	-0.004000122074037904	1	-32	0.001
