112	2.166897008625496
114	2.035805258038866
115	2.134679334643035
116	1.9443833252233476
118	1.9886135980738626
119	2.003537761233894
120	2.021543895580352
122	1.8613445604391956
123	1.924805578256449
124	1.8548764070682708
125	1.8876339855044066
127	1.954701868280139
128	1.943294583197684
130	1.899746807453123
132	1.9988142940709845
134	1.9417444836828412
136	1.828385569481131
137	1.8457756350668777
139	2.1111916200309984
140	1.9139072387431657
141	1.771470307153497
142	1.7689363068246629
143	1.8385807781330399
144	1.8695582131742285
145	1.8800932073932022
146	1.878809247278248
147	1.874900616467617
148	1.923553338885317
149	1.8490840354678246
150	1.8362189286193287
151	1.8725889382895993
153	1.9548128924716426
154	1.8841248751801356
155	1.8133485536615095
156	1.8969846664714913
157	1.840245749693851
158	1.9353067241444006
159	1.8788422756676164
161	1.8824066221302995
162	1.9520876983199198
163	1.8618079681575888
164	1.8271438902115285
165	1.9462977532399948
167	2.052704951050749
168	1.8637749668727202
169	2.037182801689764
170	1.8944447409311609
173	2.825521802968511
174	2.3059049175937756
175	2.3806368868329275
178	2.4613322265771096
180	2.3567778819930365
184	2.2348709915330174
186	2.388382810268009
189	2.3641307273819367
191	2.3816691101599363
194	2.4129571966711616
196	2.2410901255169926
198	2.105533471915079
202	2.2833455571018972
205	2.2257738903706126
206	2.332705584532463
209	2.605038149565441
211	2.140023333982911
214	2.2379546867318347
217	2.0357324506226364
220	2.270481659049961
222	1.8988144373734028
224	2.0465247014450907
227	2.1666637613615385
229	2.02580384606725
234	2.0042705584414238
238	2.1070416453880645
246	2.0190662603219653
251	1.9719169700873682
269	1.978152092898425
277	1.9133390157528203
285	1.9155894289742068
292	2.0960981605380415
303	1.9539896980115206
320	2.180429483420884
323	2.049020922758084
334	1.9766363887727503
342	1.9878528152323536
359	2.127088089817866
370	2.116557756104254
374	2.0994187630885763
387	2.1203248180314977
396	2.126257628534835
409	2.061279282519837
477	2.147077733852403
